race_id,race_date,track,race_no,race_type,ticket_type,combination,odds,market_rank,odds_status,total_votes,odds_as_of,odds_phase,odds_source,odds_source_url,captured_at_utc
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=2=3,8.7,3,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=2=4,29.5,14,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=2=5,27.3,9,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=2=6,72.4,22,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=2=7,14.4,6,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=3=4,78.2,23,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=3=5,4.7,1,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=3=6,57.7,19,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=3=7,10.7,4,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
1120250929030006,2025-10-01,函館競輪,6,Ｓ級一般,3連複,1=4=5,154.1,29,available,35356,2025/10/01 17:50,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=odds,2026-08-31T07:57:26.714957+00:00
