race_id,race_date,track,race_no,race_type,ticket_type,combination,odds,market_rank,odds_status,total_votes,odds_as_of,odds_phase,odds_source,odds_source_url,captured_at_utc
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=3,91.9,23,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=4,4.3,2,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=5,14.5,4,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=6,160.6,27,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=7,30.3,12,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=4,24.3,9,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=5,36.0,13,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=6,261.8,32,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=7,215.9,29,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=4=5,3.5,1,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
2420260101010006,2026-01-01,宇都宮競輪,6,Ｓ級予選,3連複,1=4=6,62.4,19,available,82061,2026/01/01 13:14,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260101010006/?pageType=odds,2026-08-30T10:30:12.047334+00:00
